Year,LocationAbbr,LocationDesc,Class,Data_Value,Data_Value_Unit,Stratification1,Stratification2,Stratification3,LocationID
2012,TX,Ochiltree,Cardiovascular Diseases,2334.9,"per 100,000",Ages 65 years and older,White,Overall,48357
2017,TX,Ochiltree,Cardiovascular Diseases,2355.2,"per 100,000",Ages 65 years and older,White,Overall,48357
2019,TX,Ochiltree,Cardiovascular Diseases,2250.2,"per 100,000",Ages 65 years and older,White,Overall,48357
2005,TX,Ochiltree,Cardiovascular Diseases,2374.7,"per 100,000",Ages 65 years and older,White,Overall,48357
2001,TX,Ochiltree,Cardiovascular Diseases,2600.6,"per 100,000",Ages 65 years and older,White,Overall,48357
2014,TX,Ochiltree,Cardiovascular Diseases,2412.7,"per 100,000",Ages 65 years and older,White,Overall,48357
2011,TX,Ochiltree,Cardiovascular Diseases,2330.2,"per 100,000",Ages 65 years and older,White,Overall,48357
2009,TX,Ochiltree,Cardiovascular Diseases,2258.7,"per 100,000",Ages 65 years and older,White,Overall,48357
1999,TX,Ochiltree,Cardiovascular Diseases,2744.6,"per 100,000",Ages 65 years and older,White,Overall,48357
2006,TX,Ochiltree,Cardiovascular Diseases,2392.1,"per 100,000",Ages 65 years and older,White,Overall,48357
2018,TX,Ochiltree,Cardiovascular Diseases,2306.6,"per 100,000",Ages 65 years and older,White,Overall,48357
2004,TX,Ochiltree,Cardiovascular Diseases,2380.3,"per 100,000",Ages 65 years and older,White,Overall,48357
2013,TX,Ochiltree,Cardiovascular Diseases,2372.6,"per 100,000",Ages 65 years and older,White,Overall,48357
2016,TX,Ochiltree,Cardiovascular Diseases,2389.8,"per 100,000",Ages 65 years and older,White,Overall,48357
2000,TX,Ochiltree,Cardiovascular Diseases,2636.1,"per 100,000",Ages 65 years and older,White,Overall,48357
2007,TX,Ochiltree,Cardiovascular Diseases,2373,"per 100,000",Ages 65 years and older,White,Overall,48357
2008,TX,Ochiltree,Cardiovascular Diseases,2403.8,"per 100,000",Ages 65 years and older,White,Overall,48357
2003,TX,Ochiltree,Cardiovascular Diseases,2496.6,"per 100,000",Ages 65 years and older,White,Overall,48357
2014,TX,Oldham,Cardiovascular Diseases,136.9,"per 100,000",Ages 35-64 years,White,Overall,48359
2018,TX,Oldham,Cardiovascular Diseases,145.2,"per 100,000",Ages 35-64 years,White,Overall,48359
2013,TX,Oldham,Cardiovascular Diseases,132.4,"per 100,000",Ages 35-64 years,White,Overall,48359
2017,TX,Oldham,Cardiovascular Diseases,143.8,"per 100,000",Ages 35-64 years,White,Overall,48359
2004,TX,Oldham,Cardiovascular Diseases,142.8,"per 100,000",Ages 35-64 years,White,Overall,48359
2005,TX,Oldham,Cardiovascular Diseases,140.2,"per 100,000",Ages 35-64 years,White,Overall,48359
2015,TX,Oldham,Cardiovascular Diseases,142.6,"per 100,000",Ages 35-64 years,White,Overall,48359
2007,TX,Oldham,Cardiovascular Diseases,137.7,"per 100,000",Ages 35-64 years,White,Overall,48359
2019,TX,Oldham,Cardiovascular Diseases,143.9,"per 100,000",Ages 35-64 years,White,Overall,48359
2000,TX,Oldham,Cardiovascular Diseases,160.1,"per 100,000",Ages 35-64 years,White,Overall,48359
2001,TX,Oldham,Cardiovascular Diseases,158.8,"per 100,000",Ages 35-64 years,White,Overall,48359
2016,TX,Oldham,Cardiovascular Diseases,145.3,"per 100,000",Ages 35-64 years,White,Overall,48359
2008,TX,Oldham,Cardiovascular Diseases,138.6,"per 100,000",Ages 35-64 years,White,Overall,48359
2006,TX,Oldham,Cardiovascular Diseases,137.1,"per 100,000",Ages 35-64 years,White,Overall,48359
2009,TX,Oldham,Cardiovascular Diseases,127.8,"per 100,000",Ages 35-64 years,White,Overall,48359
2002,TX,Oldham,Cardiovascular Diseases,161.4,"per 100,000",Ages 35-64 years,White,Overall,48359
2012,TX,Oldham,Cardiovascular Diseases,129.1,"per 100,000",Ages 35-64 years,White,Overall,48359
2010,TX,Oldham,Cardiovascular Diseases,129.2,"per 100,000",Ages 35-64 years,White,Overall,48359
2003,TX,Oldham,Cardiovascular Diseases,154.4,"per 100,000",Ages 35-64 years,White,Overall,48359
1999,TX,Oldham,Cardiovascular Diseases,166.7,"per 100,000",Ages 35-64 years,White,Overall,48359
2011,TX,Oldham,Cardiovascular Diseases,126.9,"per 100,000",Ages 35-64 years,White,Overall,48359
2018,TX,Orange,Cardiovascular Diseases,369.3,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48361
2012,TX,Orange,Cardiovascular Diseases,333.6,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48361
2001,TX,Orange,Cardiovascular Diseases,406.1,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48361
2002,TX,Orange,Cardiovascular Diseases,416.5,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48361
2019,TX,Orange,Cardiovascular Diseases,366.4,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48361
2017,TX,Orange,Cardiovascular Diseases,378.6,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48361
2011,TX,Orange,Cardiovascular Diseases,328.2,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48361
2015,TX,Orange,Cardiovascular Diseases,347.5,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48361
2003,TX,Orange,Cardiovascular Diseases,415.3,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48361
2005,TX,Orange,Cardiovascular Diseases,383.6,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48361
2009,TX,Orange,Cardiovascular Diseases,330.8,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48361
2014,TX,Orange,Cardiovascular Diseases,349.1,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48361
2000,TX,Orange,Cardiovascular Diseases,402.2,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48361
2004,TX,Orange,Cardiovascular Diseases,398.1,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48361
1999,TX,Orange,Cardiovascular Diseases,407.8,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48361
2010,TX,Orange,Cardiovascular Diseases,323.8,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48361
2016,TX,Orange,Cardiovascular Diseases,359.8,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48361
2006,TX,Orange,Cardiovascular Diseases,358.9,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48361
2008,TX,Orange,Cardiovascular Diseases,339.2,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48361
2013,TX,Orange,Cardiovascular Diseases,326.7,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48361
2007,TX,Orange,Cardiovascular Diseases,345.3,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48361
2011,TX,Orange,Cardiovascular Diseases,74.5,"per 100,000",Ages 35-64 years,Hispanic,Overall,48361
2006,TX,Orange,Cardiovascular Diseases,87.1,"per 100,000",Ages 35-64 years,Hispanic,Overall,48361
2008,TX,Orange,Cardiovascular Diseases,82.6,"per 100,000",Ages 35-64 years,Hispanic,Overall,48361
2018,TX,Orange,Cardiovascular Diseases,78.6,"per 100,000",Ages 35-64 years,Hispanic,Overall,48361
2007,TX,Orange,Cardiovascular Diseases,85,"per 100,000",Ages 35-64 years,Hispanic,Overall,48361
2009,TX,Orange,Cardiovascular Diseases,82.4,"per 100,000",Ages 35-64 years,Hispanic,Overall,48361
2012,TX,Orange,Cardiovascular Diseases,72.8,"per 100,000",Ages 35-64 years,Hispanic,Overall,48361
2010,TX,Orange,Cardiovascular Diseases,77.4,"per 100,000",Ages 35-64 years,Hispanic,Overall,48361
2019,TX,Orange,Cardiovascular Diseases,75.4,"per 100,000",Ages 35-64 years,Hispanic,Overall,48361
2005,TX,Orange,Cardiovascular Diseases,94.6,"per 100,000",Ages 35-64 years,Hispanic,Overall,48361
2000,TX,Orange,Cardiovascular Diseases,107.8,"per 100,000",Ages 35-64 years,Hispanic,Overall,48361
1999,TX,Orange,Cardiovascular Diseases,113.9,"per 100,000",Ages 35-64 years,Hispanic,Overall,48361
2017,TX,Orange,Cardiovascular Diseases,78.3,"per 100,000",Ages 35-64 years,Hispanic,Overall,48361
2016,TX,Orange,Cardiovascular Diseases,76.1,"per 100,000",Ages 35-64 years,Hispanic,Overall,48361
2001,TX,Orange,Cardiovascular Diseases,105.3,"per 100,000",Ages 35-64 years,Hispanic,Overall,48361
2014,TX,Orange,Cardiovascular Diseases,74.6,"per 100,000",Ages 35-64 years,Hispanic,Overall,48361
2015,TX,Orange,Cardiovascular Diseases,74.7,"per 100,000",Ages 35-64 years,Hispanic,Overall,48361
2003,TX,Orange,Cardiovascular Diseases,96.6,"per 100,000",Ages 35-64 years,Hispanic,Overall,48361
2013,TX,Orange,Cardiovascular Diseases,70.2,"per 100,000",Ages 35-64 years,Hispanic,Overall,48361
2004,TX,Orange,Cardiovascular Diseases,97.9,"per 100,000",Ages 35-64 years,Hispanic,Overall,48361
2002,TX,Orange,Cardiovascular Diseases,100.2,"per 100,000",Ages 35-64 years,Hispanic,Overall,48361
2014,TX,Orange,Cardiovascular Diseases,226,"per 100,000",Ages 35-64 years,White,Overall,48361
2018,TX,Orange,Cardiovascular Diseases,235.2,"per 100,000",Ages 35-64 years,White,Overall,48361
2013,TX,Orange,Cardiovascular Diseases,213.2,"per 100,000",Ages 35-64 years,White,Overall,48361
2017,TX,Orange,Cardiovascular Diseases,240.1,"per 100,000",Ages 35-64 years,White,Overall,48361
2004,TX,Orange,Cardiovascular Diseases,213.2,"per 100,000",Ages 35-64 years,White,Overall,48361
2005,TX,Orange,Cardiovascular Diseases,208.1,"per 100,000",Ages 35-64 years,White,Overall,48361
2015,TX,Orange,Cardiovascular Diseases,221.9,"per 100,000",Ages 35-64 years,White,Overall,48361
2007,TX,Orange,Cardiovascular Diseases,197.4,"per 100,000",Ages 35-64 years,White,Overall,48361
2019,TX,Orange,Cardiovascular Diseases,231.1,"per 100,000",Ages 35-64 years,White,Overall,48361
2000,TX,Orange,Cardiovascular Diseases,219,"per 100,000",Ages 35-64 years,White,Overall,48361
2001,TX,Orange,Cardiovascular Diseases,227.2,"per 100,000",Ages 35-64 years,White,Overall,48361
2016,TX,Orange,Cardiovascular Diseases,239.1,"per 100,000",Ages 35-64 years,White,Overall,48361
2008,TX,Orange,Cardiovascular Diseases,202.7,"per 100,000",Ages 35-64 years,White,Overall,48361
2006,TX,Orange,Cardiovascular Diseases,196.8,"per 100,000",Ages 35-64 years,White,Overall,48361
2009,TX,Orange,Cardiovascular Diseases,198.1,"per 100,000",Ages 35-64 years,White,Overall,48361
2002,TX,Orange,Cardiovascular Diseases,221.9,"per 100,000",Ages 35-64 years,White,Overall,48361
2012,TX,Orange,Cardiovascular Diseases,209.7,"per 100,000",Ages 35-64 years,White,Overall,48361
2010,TX,Orange,Cardiovascular Diseases,200.4,"per 100,000",Ages 35-64 years,White,Overall,48361
2003,TX,Orange,Cardiovascular Diseases,223.1,"per 100,000",Ages 35-64 years,White,Overall,48361
1999,TX,Orange,Cardiovascular Diseases,228.3,"per 100,000",Ages 35-64 years,White,Overall,48361
2011,TX,Orange,Cardiovascular Diseases,200.9,"per 100,000",Ages 35-64 years,White,Overall,48361
2019,TX,Orange,Cardiovascular Diseases,2114.4,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48361
2017,TX,Orange,Cardiovascular Diseases,2270.2,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48361
2003,TX,Orange,Cardiovascular Diseases,3214.5,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48361
2004,TX,Orange,Cardiovascular Diseases,2980.6,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48361
2018,TX,Orange,Cardiovascular Diseases,2194.3,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48361
2000,TX,Orange,Cardiovascular Diseases,3228.9,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48361
2002,TX,Orange,Cardiovascular Diseases,3301.9,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48361
2011,TX,Orange,Cardiovascular Diseases,2136.5,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48361
2005,TX,Orange,Cardiovascular Diseases,2863.3,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48361
2014,TX,Orange,Cardiovascular Diseases,2049.6,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48361
2001,TX,Orange,Cardiovascular Diseases,3318.6,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48361
2010,TX,Orange,Cardiovascular Diseases,2229.8,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48361
2013,TX,Orange,Cardiovascular Diseases,2011.6,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48361
2007,TX,Orange,Cardiovascular Diseases,2526,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48361
1999,TX,Orange,Cardiovascular Diseases,3219.5,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48361
2008,TX,Orange,Cardiovascular Diseases,2423.5,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48361
2012,TX,Orange,Cardiovascular Diseases,2085.4,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48361
2015,TX,Orange,Cardiovascular Diseases,2089.2,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48361
2016,TX,Orange,Cardiovascular Diseases,2136.9,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48361
2009,TX,Orange,Cardiovascular Diseases,2255.7,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48361
2006,TX,Orange,Cardiovascular Diseases,2600.8,"per 100,000",Ages 65 years and older,Black (Non-Hispanic),Overall,48361
2015,TX,Orange,Cardiovascular Diseases,2054.6,"per 100,000",Ages 65 years and older,White,Overall,48361
2010,TX,Orange,Cardiovascular Diseases,2019.9,"per 100,000",Ages 65 years and older,White,Overall,48361
2002,TX,Orange,Cardiovascular Diseases,2953.8,"per 100,000",Ages 65 years and older,White,Overall,48361
2012,TX,Orange,Cardiovascular Diseases,1944.7,"per 100,000",Ages 65 years and older,White,Overall,48361
2017,TX,Orange,Cardiovascular Diseases,2199.8,"per 100,000",Ages 65 years and older,White,Overall,48361
2019,TX,Orange,Cardiovascular Diseases,2043.6,"per 100,000",Ages 65 years and older,White,Overall,48361
2005,TX,Orange,Cardiovascular Diseases,2497.6,"per 100,000",Ages 65 years and older,White,Overall,48361
2001,TX,Orange,Cardiovascular Diseases,3012,"per 100,000",Ages 65 years and older,White,Overall,48361
2014,TX,Orange,Cardiovascular Diseases,1966.6,"per 100,000",Ages 65 years and older,White,Overall,48361
2011,TX,Orange,Cardiovascular Diseases,1945.5,"per 100,000",Ages 65 years and older,White,Overall,48361
2009,TX,Orange,Cardiovascular Diseases,1980.8,"per 100,000",Ages 65 years and older,White,Overall,48361
1999,TX,Orange,Cardiovascular Diseases,3077.1,"per 100,000",Ages 65 years and older,White,Overall,48361
2006,TX,Orange,Cardiovascular Diseases,2243.6,"per 100,000",Ages 65 years and older,White,Overall,48361
2018,TX,Orange,Cardiovascular Diseases,2120.7,"per 100,000",Ages 65 years and older,White,Overall,48361
2004,TX,Orange,Cardiovascular Diseases,2638.1,"per 100,000",Ages 65 years and older,White,Overall,48361
2013,TX,Orange,Cardiovascular Diseases,1966.1,"per 100,000",Ages 65 years and older,White,Overall,48361
2016,TX,Orange,Cardiovascular Diseases,2087.5,"per 100,000",Ages 65 years and older,White,Overall,48361
2000,TX,Orange,Cardiovascular Diseases,2962.7,"per 100,000",Ages 65 years and older,White,Overall,48361
2007,TX,Orange,Cardiovascular Diseases,2218.2,"per 100,000",Ages 65 years and older,White,Overall,48361
2008,TX,Orange,Cardiovascular Diseases,2142.2,"per 100,000",Ages 65 years and older,White,Overall,48361
2003,TX,Orange,Cardiovascular Diseases,2821,"per 100,000",Ages 65 years and older,White,Overall,48361
2011,TX,Palo Pinto,Cardiovascular Diseases,111.6,"per 100,000",Ages 35-64 years,Hispanic,Overall,48363
2006,TX,Palo Pinto,Cardiovascular Diseases,117.9,"per 100,000",Ages 35-64 years,Hispanic,Overall,48363
2008,TX,Palo Pinto,Cardiovascular Diseases,114.5,"per 100,000",Ages 35-64 years,Hispanic,Overall,48363
2018,TX,Palo Pinto,Cardiovascular Diseases,107,"per 100,000",Ages 35-64 years,Hispanic,Overall,48363
2007,TX,Palo Pinto,Cardiovascular Diseases,116.6,"per 100,000",Ages 35-64 years,Hispanic,Overall,48363
2009,TX,Palo Pinto,Cardiovascular Diseases,121.8,"per 100,000",Ages 35-64 years,Hispanic,Overall,48363
2012,TX,Palo Pinto,Cardiovascular Diseases,113,"per 100,000",Ages 35-64 years,Hispanic,Overall,48363
2010,TX,Palo Pinto,Cardiovascular Diseases,117.6,"per 100,000",Ages 35-64 years,Hispanic,Overall,48363
2019,TX,Palo Pinto,Cardiovascular Diseases,104.4,"per 100,000",Ages 35-64 years,Hispanic,Overall,48363
2005,TX,Palo Pinto,Cardiovascular Diseases,133.3,"per 100,000",Ages 35-64 years,Hispanic,Overall,48363
2000,TX,Palo Pinto,Cardiovascular Diseases,141,"per 100,000",Ages 35-64 years,Hispanic,Overall,48363
1999,TX,Palo Pinto,Cardiovascular Diseases,137.3,"per 100,000",Ages 35-64 years,Hispanic,Overall,48363
2017,TX,Palo Pinto,Cardiovascular Diseases,111.4,"per 100,000",Ages 35-64 years,Hispanic,Overall,48363
2016,TX,Palo Pinto,Cardiovascular Diseases,111.3,"per 100,000",Ages 35-64 years,Hispanic,Overall,48363
2001,TX,Palo Pinto,Cardiovascular Diseases,134.9,"per 100,000",Ages 35-64 years,Hispanic,Overall,48363
2014,TX,Palo Pinto,Cardiovascular Diseases,118.3,"per 100,000",Ages 35-64 years,Hispanic,Overall,48363
2015,TX,Palo Pinto,Cardiovascular Diseases,118.6,"per 100,000",Ages 35-64 years,Hispanic,Overall,48363
2003,TX,Palo Pinto,Cardiovascular Diseases,134.7,"per 100,000",Ages 35-64 years,Hispanic,Overall,48363
2013,TX,Palo Pinto,Cardiovascular Diseases,111.2,"per 100,000",Ages 35-64 years,Hispanic,Overall,48363
2004,TX,Palo Pinto,Cardiovascular Diseases,138.1,"per 100,000",Ages 35-64 years,Hispanic,Overall,48363
2002,TX,Palo Pinto,Cardiovascular Diseases,138,"per 100,000",Ages 35-64 years,Hispanic,Overall,48363
2014,TX,Palo Pinto,Cardiovascular Diseases,221.5,"per 100,000",Ages 35-64 years,White,Overall,48363
2018,TX,Palo Pinto,Cardiovascular Diseases,221.9,"per 100,000",Ages 35-64 years,White,Overall,48363
2013,TX,Palo Pinto,Cardiovascular Diseases,216.3,"per 100,000",Ages 35-64 years,White,Overall,48363
2017,TX,Palo Pinto,Cardiovascular Diseases,223.8,"per 100,000",Ages 35-64 years,White,Overall,48363
2004,TX,Palo Pinto,Cardiovascular Diseases,210.8,"per 100,000",Ages 35-64 years,White,Overall,48363
2005,TX,Palo Pinto,Cardiovascular Diseases,199.9,"per 100,000",Ages 35-64 years,White,Overall,48363
2015,TX,Palo Pinto,Cardiovascular Diseases,224.8,"per 100,000",Ages 35-64 years,White,Overall,48363
2007,TX,Palo Pinto,Cardiovascular Diseases,204.3,"per 100,000",Ages 35-64 years,White,Overall,48363
2019,TX,Palo Pinto,Cardiovascular Diseases,224.2,"per 100,000",Ages 35-64 years,White,Overall,48363
2000,TX,Palo Pinto,Cardiovascular Diseases,227,"per 100,000",Ages 35-64 years,White,Overall,48363
2001,TX,Palo Pinto,Cardiovascular Diseases,226.7,"per 100,000",Ages 35-64 years,White,Overall,48363
2016,TX,Palo Pinto,Cardiovascular Diseases,231.5,"per 100,000",Ages 35-64 years,White,Overall,48363
2008,TX,Palo Pinto,Cardiovascular Diseases,213,"per 100,000",Ages 35-64 years,White,Overall,48363
2006,TX,Palo Pinto,Cardiovascular Diseases,199.6,"per 100,000",Ages 35-64 years,White,Overall,48363
2009,TX,Palo Pinto,Cardiovascular Diseases,215.2,"per 100,000",Ages 35-64 years,White,Overall,48363
2002,TX,Palo Pinto,Cardiovascular Diseases,223.2,"per 100,000",Ages 35-64 years,White,Overall,48363
2012,TX,Palo Pinto,Cardiovascular Diseases,207.9,"per 100,000",Ages 35-64 years,White,Overall,48363
2010,TX,Palo Pinto,Cardiovascular Diseases,203.9,"per 100,000",Ages 35-64 years,White,Overall,48363
2003,TX,Palo Pinto,Cardiovascular Diseases,220.2,"per 100,000",Ages 35-64 years,White,Overall,48363
1999,TX,Palo Pinto,Cardiovascular Diseases,223.4,"per 100,000",Ages 35-64 years,White,Overall,48363
2011,TX,Palo Pinto,Cardiovascular Diseases,204.8,"per 100,000",Ages 35-64 years,White,Overall,48363
2015,TX,Palo Pinto,Cardiovascular Diseases,2073,"per 100,000",Ages 65 years and older,White,Overall,48363
2010,TX,Palo Pinto,Cardiovascular Diseases,2124,"per 100,000",Ages 65 years and older,White,Overall,48363
2002,TX,Palo Pinto,Cardiovascular Diseases,2857.1,"per 100,000",Ages 65 years and older,White,Overall,48363
2012,TX,Palo Pinto,Cardiovascular Diseases,1961.5,"per 100,000",Ages 65 years and older,White,Overall,48363
2017,TX,Palo Pinto,Cardiovascular Diseases,1984.5,"per 100,000",Ages 65 years and older,White,Overall,48363
2019,TX,Palo Pinto,Cardiovascular Diseases,1942.7,"per 100,000",Ages 65 years and older,White,Overall,48363
2005,TX,Palo Pinto,Cardiovascular Diseases,2638.2,"per 100,000",Ages 65 years and older,White,Overall,48363
2001,TX,Palo Pinto,Cardiovascular Diseases,2879.4,"per 100,000",Ages 65 years and older,White,Overall,48363
2014,TX,Palo Pinto,Cardiovascular Diseases,2055.8,"per 100,000",Ages 65 years and older,White,Overall,48363
2011,TX,Palo Pinto,Cardiovascular Diseases,1986.9,"per 100,000",Ages 65 years and older,White,Overall,48363
2009,TX,Palo Pinto,Cardiovascular Diseases,2195.3,"per 100,000",Ages 65 years and older,White,Overall,48363
1999,TX,Palo Pinto,Cardiovascular Diseases,2849.3,"per 100,000",Ages 65 years and older,White,Overall,48363
2006,TX,Palo Pinto,Cardiovascular Diseases,2469.9,"per 100,000",Ages 65 years and older,White,Overall,48363
2018,TX,Palo Pinto,Cardiovascular Diseases,1962.6,"per 100,000",Ages 65 years and older,White,Overall,48363
2004,TX,Palo Pinto,Cardiovascular Diseases,2656.8,"per 100,000",Ages 65 years and older,White,Overall,48363
2013,TX,Palo Pinto,Cardiovascular Diseases,2032,"per 100,000",Ages 65 years and older,White,Overall,48363
2016,TX,Palo Pinto,Cardiovascular Diseases,2088.7,"per 100,000",Ages 65 years and older,White,Overall,48363
2000,TX,Palo Pinto,Cardiovascular Diseases,2951.7,"per 100,000",Ages 65 years and older,White,Overall,48363
2007,TX,Palo Pinto,Cardiovascular Diseases,2416,"per 100,000",Ages 65 years and older,White,Overall,48363
2008,TX,Palo Pinto,Cardiovascular Diseases,2421.4,"per 100,000",Ages 65 years and older,White,Overall,48363
2003,TX,Palo Pinto,Cardiovascular Diseases,2800.5,"per 100,000",Ages 65 years and older,White,Overall,48363
2018,TX,Panola,Cardiovascular Diseases,246.9,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48365
2012,TX,Panola,Cardiovascular Diseases,238.2,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48365
2001,TX,Panola,Cardiovascular Diseases,331.7,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48365
2002,TX,Panola,Cardiovascular Diseases,341.8,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48365
2019,TX,Panola,Cardiovascular Diseases,245.3,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48365
2017,TX,Panola,Cardiovascular Diseases,252.8,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48365
2011,TX,Panola,Cardiovascular Diseases,243,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48365
2015,TX,Panola,Cardiovascular Diseases,255.6,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48365
2003,TX,Panola,Cardiovascular Diseases,354.1,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48365
2005,TX,Panola,Cardiovascular Diseases,320.3,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48365
2009,TX,Panola,Cardiovascular Diseases,262.2,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48365
2014,TX,Panola,Cardiovascular Diseases,241,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48365
2000,TX,Panola,Cardiovascular Diseases,328,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48365
2004,TX,Panola,Cardiovascular Diseases,338.5,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48365
1999,TX,Panola,Cardiovascular Diseases,339.5,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48365
2010,TX,Panola,Cardiovascular Diseases,254.9,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48365
2016,TX,Panola,Cardiovascular Diseases,244.7,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48365
2006,TX,Panola,Cardiovascular Diseases,297.1,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48365
2008,TX,Panola,Cardiovascular Diseases,264.5,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48365
2013,TX,Panola,Cardiovascular Diseases,238.7,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48365
2007,TX,Panola,Cardiovascular Diseases,277.9,"per 100,000",Ages 35-64 years,Black (Non-Hispanic),Overall,48365
2011,TX,Panola,Cardiovascular Diseases,60,"per 100,000",Ages 35-64 years,Hispanic,Overall,48365
2006,TX,Panola,Cardiovascular Diseases,77,"per 100,000",Ages 35-64 years,Hispanic,Overall,48365
2008,TX,Panola,Cardiovascular Diseases,70.1,"per 100,000",Ages 35-64 years,Hispanic,Overall,48365
2018,TX,Panola,Cardiovascular Diseases,57.2,"per 100,000",Ages 35-64 years,Hispanic,Overall,48365
2007,TX,Panola,Cardiovascular Diseases,75.5,"per 100,000",Ages 35-64 years,Hispanic,Overall,48365
2009,TX,Panola,Cardiovascular Diseases,70.4,"per 100,000",Ages 35-64 years,Hispanic,Overall,48365
2012,TX,Panola,Cardiovascular Diseases,59.4,"per 100,000",Ages 35-64 years,Hispanic,Overall,48365
2010,TX,Panola,Cardiovascular Diseases,66.5,"per 100,000",Ages 35-64 years,Hispanic,Overall,48365
2019,TX,Panola,Cardiovascular Diseases,56.9,"per 100,000",Ages 35-64 years,Hispanic,Overall,48365
2005,TX,Panola,Cardiovascular Diseases,84.4,"per 100,000",Ages 35-64 years,Hispanic,Overall,48365
2000,TX,Panola,Cardiovascular Diseases,87.8,"per 100,000",Ages 35-64 years,Hispanic,Overall,48365
1999,TX,Panola,Cardiovascular Diseases,95.3,"per 100,000",Ages 35-64 years,Hispanic,Overall,48365
2017,TX,Panola,Cardiovascular Diseases,57.5,"per 100,000",Ages 35-64 years,Hispanic,Overall,48365
2016,TX,Panola,Cardiovascular Diseases,55.5,"per 100,000",Ages 35-64 years,Hispanic,Overall,48365
2001,TX,Panola,Cardiovascular Diseases,80.1,"per 100,000",Ages 35-64 years,Hispanic,Overall,48365
2014,TX,Panola,Cardiovascular Diseases,57.1,"per 100,000",Ages 35-64 years,Hispanic,Overall,48365
