"RowId","YearStart","LocationAbbr","LocationDesc","DataSource","PriorityArea1","PriorityArea2","PriorityArea3","PriorityArea4","Class","Topic","Question","Data_Value_Type","Data_Value_Unit","Data_Value","Data_Value_Alt","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Break_Out_Category","Break_Out","ClassId","TopicId","QuestionId","Data_Value_TypeID","BreakOutCategoryId","BreakOutId","LocationId","GeoLocation"
NA,2016,"US","United States","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2367.6,2367.6,NA,NA,2318.3,2417.9,"Race","Unknown","C1","T1","MD101","Crude","BOC04","RAC08",59,NA
NA,2021,"ND","North Dakota","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",5882.4,5882.4,NA,NA,2642.7,13093.4,"Race","Hispanic","C1","T2","MD201","Crude","BOC04","RAC04",38,"POINT (-100.118421 47.47531978)"
NA,2021,"IL","Illinois","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4312.8,4312.8,NA,NA,4261.5,4364.6,"Gender","Female","C1","T1","MD101","Crude","BOC02","GEN02",17,"POINT (-88.99771018 40.48501028)"
NA,2020,"NY","New York","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",1779.3,1779.3,NA,NA,1666.3,1900,"Race","Unknown","C1","T2","MD201","Crude","BOC04","RAC08",36,"POINT (-75.54397043 42.82700103)"
NA,2017,"ID","Idaho","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",3.8,3.8,NA,NA,1,15.4,"Race","Hispanic","C1","T1","MD103","Crude","BOC04","RAC04",16,"POINT (-114.36373 43.68263001)"
NA,2016,"DE","Delaware","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.2,4.2,NA,NA,2.8,6.2,"Race","Non-Hispanic Black","C1","T2","MD203","Crude","BOC04","RAC02",10,"POINT (-75.57774117 39.00883067)"
NA,2019,"NY","New York","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5.1,5.1,NA,NA,4.9,5.3,"Race","Non-Hispanic White","C1","T2","MD203","Crude","BOC04","RAC01",36,"POINT (-75.54397043 42.82700103)"
NA,2020,"AR","Arizona","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",1954.6,1954.6,NA,NA,1614.3,2366.6,"Race","Non-Hispanic Asian","C1","T1","MD101","Crude","BOC04","RAC03",4,"POINT (-111.7638113 34.86597028)"
NA,2018,"RI","Rhode Island","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",6.7,6.7,NA,NA,0.9,47.3,"Race","Hispanic","C1","T2","MD203","Crude","BOC04","RAC04",44,"POINT (-71.52247031 41.70828019)"
NA,2017,"WA","Washington","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3734.2,3734.2,NA,NA,3670.5,3799.2,"Gender","Female","C1","T1","MD101","Crude","BOC02","GEN02",53,"POINT (-120.4700108 47.52227863)"
NA,2019,"WV","West Virginia","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",5799.6,5799.6,NA,NA,5657.9,5944.8,"Gender","Female","C1","T1","MD101","Crude","BOC02","GEN02",54,"POINT (-80.71264013 38.6655102)"
NA,2016,"OR","Oregon","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Acute Myocardial Infarction (Heart Attack)","Acute myocardial infarction (heart attack) hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",829.2,829.2,NA,NA,779.6,882,"Age","75+","C1","T3","MD401","Crude","BOC03","AGE08",41,"POINT (-120.1550313 44.56744942)"
NA,2017,"NC","North Carolina","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.8,4.8,NA,NA,4.5,5,"Gender","Female","C1","T1","MD103","Crude","BOC02","GEN02",37,"POINT (-79.15925046 35.46622098)"
NA,2018,"NY","New York","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3767.4,3767.4,NA,NA,3732.1,3803,"Race","Non-Hispanic White","C1","T2","MD201","Crude","BOC04","RAC01",36,"POINT (-75.54397043 42.82700103)"
NA,2020,"LA","Louisiana","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",6.2,6.2,NA,NA,5.7,6.7,"Age","75+","C1","T1","MD103","Crude","BOC03","AGE08",22,"POINT (-92.44568007 31.31266064)"
NA,2019,"ID","Idaho","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3653.8,3653.8,NA,NA,3511.7,3801.7,"Age","75+","C1","T2","MD201","Crude","BOC03","AGE08",16,"POINT (-114.36373 43.68263001)"
NA,2018,"SD","South Dakota","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2424.2,2424.2,NA,NA,1748.7,3360.8,"Race","Unknown","C1","T1","MD101","Crude","BOC04","RAC08",46,"POINT (-100.3735306 44.35313005)"
NA,2018,"ID","Idaho","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",0,0,NA,NA,-1,-1,"Race","Non-Hispanic Black","C1","T1","MD103","Crude","BOC04","RAC02",16,"POINT (-114.36373 43.68263001)"
NA,2016,"PA","Pennsylvania","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.5,4.5,NA,NA,4.3,4.8,"Age","75+","C1","T2","MD203","Crude","BOC03","AGE08",42,"POINT (-77.86070029 40.79373015)"
NA,2018,"ND","North Dakota","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",0,0,NA,NA,-1,-1,"Race","Non-Hispanic Black","C1","T2","MD203","Crude","BOC04","RAC02",38,"POINT (-100.118421 47.47531978)"
NA,2021,"AR","Arkansas","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",1.7,1.7,NA,NA,0.2,11.8,"Race","Unknown","C1","T2","MD203","Crude","BOC04","RAC08",5,"POINT (-92.27449074 34.74865012)"
NA,2020,"WV","West Virginia","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.2,4.2,NA,NA,3.7,4.7,"Race","Non-Hispanic White","C1","T2","MD203","Crude","BOC04","RAC01",54,"POINT (-80.71264013 38.6655102)"
NA,2018,"DC","Washington, DC","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",11.8,11.8,NA,NA,2.9,47,"Race","Other","C1","T1","MD103","Crude","BOC04","RAC07",11,"POINT (-77.03196113 38.89037139)"
NA,2017,"OR","Oregon","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2926.3,2926.3,NA,NA,2864.2,2989.7,"Race","Non-Hispanic White","C1","T2","MD201","Crude","BOC04","RAC01",41,"POINT (-120.1550313 44.56744942)"
NA,2021,"WI","Wisconsin","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3685.3,3685.3,NA,NA,3610.6,3761.6,"Gender","Female","C1","T1","MD101","Crude","BOC02","GEN02",55,"POINT (-89.81637074 44.39319117)"
NA,2017,"CA","California","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Acute Myocardial Infarction (Heart Attack)","Acute myocardial infarction (heart attack) hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",480,480,NA,NA,468.2,492.2,"Gender","Female","C1","T3","MD401","Crude","BOC02","GEN02",6,"POINT (-120.9999995 37.63864012)"
NA,2016,"AR","Arkansas","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3635.2,3635.2,NA,NA,3551.1,3721.3,"Gender","Female","C1","T2","MD201","Crude","BOC02","GEN02",5,"POINT (-92.27449074 34.74865012)"
NA,2016,"CO","Colorado","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",1751.3,1751.3,NA,NA,1327.4,2310.7,"Race","Non-Hispanic Asian","C1","T2","MD201","Crude","BOC04","RAC03",8,"POINT (-106.1336109 38.84384076)"
NA,2021,"NB","Nebraska","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",5546.6,5546.6,NA,NA,4572.5,6728.2,"Race","Other","C1","T1","MD101","Crude","BOC04","RAC07",31,"POINT (-99.36572062 41.64104099)"
NA,2017,"MS","Mississippi","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3095.2,3095.2,NA,NA,1797.3,5330.6,"Race","Hispanic","C1","T2","MD201","Crude","BOC04","RAC04",28,"POINT (-89.53803082 32.7455101)"
NA,2017,"CO","Colorado","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4555.6,4555.6,NA,NA,4112.6,5046.4,"Race","Non-Hispanic Black","C1","T1","MD101","Crude","BOC04","RAC02",8,"POINT (-106.1336109 38.84384076)"
NA,2021,"AR","Arizona","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2102.6,2102.6,NA,NA,2052.7,2153.7,"Gender","Female","C1","T2","MD201","Crude","BOC02","GEN02",4,"POINT (-111.7638113 34.86597028)"
NA,2019,"WI","Wisconsin","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",6778.4,6778.4,NA,NA,6664.1,6894.7,"Age","75+","C1","T1","MD101","Crude","BOC03","AGE08",55,"POINT (-89.81637074 44.39319117)"
NA,2021,"KY","Kentucky","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4487.7,4487.7,NA,NA,4396.7,4580.5,"Gender","Female","C1","T1","MD101","Crude","BOC02","GEN02",21,"POINT (-84.77497105 37.64597027)"
NA,2017,"VI","Virginia","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3569.6,3569.6,NA,NA,3525.3,3614.4,"Race","Non-Hispanic White","C1","T2","MD201","Crude","BOC04","RAC01",51,"POINT (-78.45789046 37.54268067)"
NA,2021,"FL","Florida","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4081.3,4081.3,NA,NA,4042.1,4121,"Gender","Female","C1","T1","MD101","Crude","BOC02","GEN02",12,"POINT (-81.92896054 28.93204038)"
NA,2021,"IA","Iowa","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4325.7,4325.7,NA,NA,4226.5,4427.3,"Gender","Male","C1","T1","MD101","Crude","BOC02","GEN01",19,"POINT (-93.81649056 42.46940091)"
NA,2018,"MS","Mississippi","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5.9,5.9,NA,NA,5.5,6.4,"Age","75+","C1","T1","MD103","Crude","BOC03","AGE08",28,"POINT (-89.53803082 32.7455101)"
NA,2021,"LA","Louisiana","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",7,7,NA,NA,2.3,21.6,"Race","Non-Hispanic Asian","C1","T2","MD203","Crude","BOC04","RAC03",22,"POINT (-92.44568007 31.31266064)"
NA,2021,"CT","Connecticut","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2604,2604,NA,NA,2122.8,3194.4,"Race","Non-Hispanic Asian","C1","T2","MD201","Crude","BOC04","RAC03",9,"POINT (-72.64984095 41.56266102)"
NA,2017,"LA","Louisiana","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",3.8,3.8,NA,NA,0.9,15.1,"Race","Non-Hispanic Asian","C1","T2","MD203","Crude","BOC04","RAC03",22,"POINT (-92.44568007 31.31266064)"
NA,2016,"UT","Utah","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.5,4.5,NA,NA,1.5,14.1,"Race","Other","C1","T2","MD203","Crude","BOC04","RAC07",49,"POINT (-111.5871306 39.36070017)"
NA,2018,"KS","Kansas","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4352.2,4352.2,NA,NA,4258.3,4448.3,"Gender","Female","C1","T1","MD101","Crude","BOC02","GEN02",20,"POINT (-98.20078123 38.3477403)"
NA,2018,"AR","Arizona","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2648.9,2648.9,NA,NA,2340.1,2998.4,"Race","Hispanic","C1","T1","MD101","Crude","BOC04","RAC04",4,"POINT (-111.7638113 34.86597028)"
NA,2020,"HI","Hawaii","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2433.8,2433.8,NA,NA,2278.2,2600.1,"Race","Other","C1","T1","MD101","Crude","BOC04","RAC07",15,"POINT (-157.8577494 21.30485044)"
NA,2021,"NY","New York","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2752.4,2752.4,NA,NA,2584.2,2931.5,"Race","Other","C1","T2","MD201","Crude","BOC04","RAC07",36,"POINT (-75.54397043 42.82700103)"
NA,2021,"MN","Minnesota","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",5062.5,5062.5,NA,NA,4473.4,5729.2,"Race","Other","C1","T1","MD101","Crude","BOC04","RAC07",27,"POINT (-94.7942005 46.35564874)"
NA,2021,"CO","Colorado","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.5,4.5,NA,NA,4.1,5,"Race","Non-Hispanic White","C1","T1","MD103","Crude","BOC04","RAC01",8,"POINT (-106.1336109 38.84384076)"
NA,2017,"AR","Arizona","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",1316.7,1316.7,NA,NA,1098.5,1578.2,"Race","Unknown","C1","T2","MD201","Crude","BOC04","RAC08",4,"POINT (-111.7638113 34.86597028)"
NA,2017,"LA","Louisiana","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5.9,5.9,NA,NA,5.3,6.6,"Race","Non-Hispanic Black","C1","T1","MD103","Crude","BOC04","RAC02",22,"POINT (-92.44568007 31.31266064)"
NA,2017,"DC","Washington, DC","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",1911.8,1911.8,NA,NA,1110.1,3292.4,"Race","Non-Hispanic Asian","C1","T2","MD201","Crude","BOC04","RAC03",11,"POINT (-77.03196113 38.89037139)"
NA,2018,"NH","New Hampshire","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5.3,5.3,NA,NA,4.9,5.9,"Race","Non-Hispanic White","C1","T1","MD103","Crude","BOC04","RAC01",33,"POINT (-71.50036092 43.65595011)"
NA,2019,"MT","Montana","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",0,0,NA,NA,-1,-1,"Race","Non-Hispanic Black","C1","T2","MD203","Crude","BOC04","RAC02",30,"POINT (-109.4244206 47.06652897)"
NA,2020,"WI","Wisconsin","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5.4,5.4,NA,NA,3.5,8.3,"Race","Non-Hispanic Black","C1","T2","MD203","Crude","BOC04","RAC02",55,"POINT (-89.81637074 44.39319117)"
NA,2016,"WI","Wisconsin","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3851.1,3851.1,NA,NA,3365,4407.4,"Race","Other","C1","T2","MD201","Crude","BOC04","RAC07",55,"POINT (-89.81637074 44.39319117)"
NA,2018,"NV","Nevada","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3105.2,3105.2,NA,NA,3025.2,3187.3,"Race","Non-Hispanic White","C1","T2","MD201","Crude","BOC04","RAC01",32,"POINT (-117.0718406 39.49324039)"
NA,2016,"MT","Montana","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4170.1,4170.1,NA,NA,4009.3,4337.4,"Gender","Male","C1","T1","MD101","Crude","BOC02","GEN01",30,"POINT (-109.4244206 47.06652897)"
NA,2021,"MI","Michigan","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4591.5,4591.5,NA,NA,4525.8,4658.3,"Gender","Female","C1","T1","MD101","Crude","BOC02","GEN02",26,"POINT (-84.71439027 44.66131954)"
NA,2017,"RI","Rhode Island","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",5641.5,5641.5,NA,NA,5396,5898.1,"Age","75+","C1","T2","MD201","Crude","BOC03","AGE08",44,"POINT (-71.52247031 41.70828019)"
NA,2016,"SD","South Dakota","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2298.9,2298.9,NA,NA,1032.8,5117,"Race","Non-Hispanic Black","C1","T2","MD201","Crude","BOC04","RAC02",46,"POINT (-100.3735306 44.35313005)"
NA,2017,"NM","New Mexico","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Acute Myocardial Infarction (Heart Attack)","Acute myocardial infarction (heart attack) hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",761.8,761.8,NA,NA,485.9,1194.4,"Race","Non-Hispanic Black","C1","T3","MD401","Crude","BOC04","RAC02",35,"POINT (-106.240581 34.52088095)"
NA,2016,"KS","Kansas","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",1436,1436,NA,NA,1088.3,1894.6,"Race","Unknown","C1","T2","MD201","Crude","BOC04","RAC08",20,"POINT (-98.20078123 38.3477403)"
NA,2018,"AL","Alabama","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",5421.1,5421.1,NA,NA,5344.4,5498.9,"Race","Non-Hispanic White","C1","T1","MD101","Crude","BOC04","RAC01",1,"POINT (-86.63186076 32.84057112)"
NA,2017,"US","United States","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4071.6,4071.6,NA,NA,4060,4083.1,"Gender","Male","C1","T2","MD201","Crude","BOC02","GEN01",59,NA
NA,2020,"AK","Alaska","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5.8,5.8,NA,NA,4.4,7.7,"Gender","Male","C1","T2","MD203","Crude","BOC02","GEN01",2,"POINT (-147.722059 64.84507996)"
NA,2018,"NC","North Carolina","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.8,4.8,NA,NA,4.2,5.4,"Race","Non-Hispanic Black","C1","T2","MD203","Crude","BOC04","RAC02",37,"POINT (-79.15925046 35.46622098)"
NA,2016,"AL","Alabama","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",6004.4,6004.4,NA,NA,5901.1,6109.4,"Gender","Male","C1","T1","MD101","Crude","BOC02","GEN01",1,"POINT (-86.63186076 32.84057112)"
